UWI,Well Type (Simple),Field,Pool,Formation,Status (Detailed),Status (Simple),Total Depth (TD),Total Vertical Depth (TVD),Surface Longitude,Surface Latitude,Estimated LLR (Well)
100160707525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2400,612.66,-113.867886,55.471759,
100160707525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2458,609.96,-113.867886,55.471759,
100160707525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2365,614.68,-113.867886,55.471759,
102090707525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2136,614.98,-113.867886,55.471759,
102090707525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2011,608.29,-113.867886,55.471759,
100160707525W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2459,617.74,-113.867886,55.471759,
102143207425W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2487,571.12,-113.817237,55.440058,
100113207425W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2235,576.84,-113.817237,55.440058,
102143207425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2356,571.33,-113.817237,55.440058,
102143207425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2300,576.65,-113.817237,55.440058,
102143207425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2337,574.39,-113.817237,55.440058,
102143207425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2291,566.18,-113.817237,55.440058,
102143207425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2368,575.86,-113.817237,55.440058,
102113007425W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2241,570.81,-113.817364,55.440066,
100123007425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2630,567.41,-113.817364,55.440066,
100123007425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2649,571.42,-113.817364,55.440066,
100123007425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2658,571.32,-113.817364,55.440066,
100123007425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2532,565.68,-113.817364,55.440066,
100123007425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2589,2589,-113.817364,55.440066,
1W0123207425W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2359.7,569.79,-113.817492,55.440075,
102103207425W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2567,567.82,-113.817116,55.440049,
100150707525W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2321,613.29,-113.868022,55.471714,
103023007324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.686499,55.330212,
102012507325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2494,2494,-113.710247,55.329416,
100022507325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2391,2391,-113.710404,55.328168,
102032507325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2406,0,-113.710562,55.328168,
100032507325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2800,0,-113.710719,55.328168,
100042207325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2724,518.9,-113.742403,55.326679,
100032607325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2513,515.31,-113.741931,55.326679,
102032607325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2556,516.51,-113.742088,55.326679,
100042607325W400,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Drilled And Cased,Standing Cased,2623,516.73,-113.742246,55.326679,
100010507525W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.87222,55.465234,
100161807525W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2436,588.84,-113.866362,55.484667,
100150707525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2203,613.28,-113.868022,55.471714,
100150707525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2411,613.28,-113.868022,55.471714,
100150707525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2473,613.28,-113.868022,55.471714,
100150707525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2580,613.28,-113.868022,55.471714,
100150707525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2202,613.57,-113.868022,55.471714,
100150707525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2386,613.28,-113.868022,55.471714,
100150707525W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2484,615.51,-113.868022,55.471714,
1W0123207425W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2516,573.06,-113.817492,55.440075,
1W0123207425W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2522,578.15,-113.817492,55.440075,
1W0123207425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2544,572.94,-113.817492,55.440075,
1W0123207425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2545,578.13,-113.817492,55.440075,
1W0123207425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2515,577.86,-113.817492,55.440075,
1W0123207425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2278,569.79,-113.817492,55.440075,
1W0123207425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2440,575.36,-113.817492,55.440075,
100123007425W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2607,2607,-113.817364,55.440066,
100151807525W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2789,589.88,-113.866521,55.484667,
100013607425W400,Drain,Marten Hills,Unspecified,Clearwater,Drilled And Cased,Standing Cased,2774,564.01,-113.73661,55.448691,
102042007425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2655,2655,-113.856227,55.419745,
100052007425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Drilled And Cased,Standing Cased,2724,0,-113.856239,55.419047,
100162107526W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-114.000943,55.515365,
102080507525W409,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2675,602.78,-113.872217,55.465271,
102080507525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2495,602.33,-113.872217,55.465271,
102080507525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2712,604.07,-113.872217,55.465271,
102080507525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2470,602.21,-113.872217,55.465271,
102080507525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2635,599.74,-113.872217,55.465271,
102080507525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2561.7,603.47,-113.872217,55.465271,
102080507525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2543,601.99,-113.872217,55.465271,
100080607525W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,1085,601.7,-113.872217,55.465271,
102103207425W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2330,574.56,-113.817116,55.440049,
102103207425W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2532,577.53,-113.817116,55.440049,
102103207425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2349,577.09,-113.817116,55.440049,
100093207425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2339,575.84,-113.817116,55.440049,
102103207425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2526,575.85,-113.817116,55.440049,
102103207425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2532,569.64,-113.817116,55.440049,
102103207425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2523,577.99,-113.817116,55.440049,
100132207526W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2763,0,-113.933957,55.521177,
102052707526W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing Cased,Standing Cased,2534,0,-113.933954,55.521177,
100161407325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.70083,55.324506,
102161407325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.700827,55.324372,
100091407325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.700824,55.324237,
100013507325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.696025,55.357261,
100161807525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2667,588.46,-113.866362,55.484667,
100161807525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2673,588.54,-113.866362,55.484667,
100161807525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2685,588.54,-113.866362,55.484667,
100161807525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2669,591.17,-113.866362,55.484667,
100161807525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2661,591.91,-113.866362,55.484667,
100161807525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2636,588.84,-113.866362,55.484667,
100161807525W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2652,591.25,-113.866362,55.484667,
100042607325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2615,517.54,-113.742246,55.326679,
100042607325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2608,517.16,-113.742246,55.326679,
100042607325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2614,517.17,-113.742246,55.326679,
102032607325W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2330,516.01,-113.742088,55.326679,
102032607325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2542,516.01,-113.742088,55.326679,
102032607325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2539,516.01,-113.742088,55.326679,
102032607325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2545,516.51,-113.742088,55.326679,
100142307325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2233,514.97,-113.741931,55.326679,
100032607325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2605,514.74,-113.741931,55.326679,
100032607325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2611,516.94,-113.741931,55.326679,
100133207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing,Standing,2900,0,-113.663235,55.353664,
102133207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.663239,55.353664,
103133207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.663082,55.353664,
100143207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Drilling,Drilling,0,0,-113.663077,55.353664,
102143207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.662919,55.353664,
103143207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.662924,55.353664,
104143207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.662762,55.353664,
100153207324W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,2900,0,-113.662766,55.353664,
100102707325W400,Bitumen,Marten Hills,Unspecified,Clearwater,Set Surface Casing,Drilling,0,0,-113.758797,55.371727,
100163007424W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.682386,55.430165,
100153007424W400,Bitumen,Marten Hills,Unspecified,Clearwater,Standing,Standing,2400,0,-113.682385,55.429902,
102083207501W500,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-114.138926,55.539286,
103083207501W500,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-114.138926,55.539286,
100051607424W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.61749,55.412321,
102091107526W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-113.945618,55.48513,
100091107526W400,Observation,Marten Hills,Unspecified,Wabamun,Location,Licenced,0,0,-113.917835,55.484807,
100101507603W500,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,0,0,-114.342831,55.590311,
100151807525W408,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2757,589.88,-113.866521,55.484667,
100151807525W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2745,589.88,-113.866521,55.484667,
100151807525W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2686,589.88,-113.866521,55.484667,
100151807525W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2696,589.88,-113.866521,55.484667,
100151807525W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2731,589.88,-113.866521,55.484667,
100151807525W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2736,589.88,-113.866521,55.484667,
100151807525W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2775,589.88,-113.866521,55.484667,
100013607425W408,Bitumen,Marten Hills,Clearwater Undefined,Clearwater,Pumping,Active,2805,2805,-113.73661,55.448691,
100013607425W407,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2788,2788,-113.73661,55.448691,
100013607425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2787,2787,-113.73661,55.448691,
100013607425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2775,2775,-113.73661,55.448691,
100013607425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2766,2766,-113.73661,55.448691,
100013607425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2761,2761,-113.73661,55.448691,
100013607425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2764,2764,-113.73661,55.448691,
102042007425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2688,2688,-113.856227,55.419745,
102042007425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2685,2685,-113.856227,55.419745,
102042007425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2684,2684,-113.856227,55.419745,
100042007425W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2715,2715,-113.856348,55.419508,
100042007425W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2697,2697,-113.856348,55.419508,
100042007425W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2684,2684,-113.856348,55.419508,
100042007425W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2693,2693,-113.856348,55.419508,
100042007425W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2698,2698,-113.856348,55.419508,
100022507325W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2387,2387,-113.710404,55.329412,
100022507325W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2197,2197,-113.710404,55.329412,
100022507325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2236,2236,-113.710404,55.329412,
100022507325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2365,2365,-113.710404,55.329412,
100022507325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2377,2377,-113.710404,55.329412,
102012507325W406,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2484,2484,-113.710247,55.329416,
102012507325W405,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2469,2469,-113.710247,55.329416,
102012507325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2459,2459,-113.710247,55.329416,
102012507325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2452,2452,-113.710247,55.329416,
102012507325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2477,2477,-113.710247,55.329416,
100042207325W404,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2648,519.08,-113.742403,55.326679,
100042207325W403,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2753,518.75,-113.742403,55.326679,
100042207325W402,Drain,Marten Hills,Unspecified,Clearwater,Not Applicable,Active,2717,518.98,-113.742403,55.326679,
100132007425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,,,-113.855945,55.426275,
102132007425W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,,,-113.855945,55.426275,
100151007525W400,Bitumen,Marten Hills,Unspecified,Clearwater,Location,Licenced,,,-113.761178,55.488046,
